SS_MTR_head,SS_MTR_spouse,RECID
0.0936,0.0,537760
0.1872,0.0,537801
0.1248,0.0,537800
0.0936,0.0,591370
0.0936,0.0,628960
0.0,0.0,647841
0.0,0.0,647840
0.0936,0.0,655891
0.0,0.0,655890
0.0,0.0,658790
0.0,0.0,685630
0.1872,0.0,739210
0.0,0.0,830650
0.0936,0.0,944161
0.1248,0.1248,944160
0.0,0.0,944360
0.1248,0.1248,969160
0.0936,0.0,969161
0.0,0.0,1123820
0.0936,0.0,1149911
0.0936,0.0,1149910
0.0,0.0,1190460
0.1872,0.0936,1231990
0.0936,0.0,1245100
0.0,0.0,1298560
0.0,0.0,1432280
0.0,0.0,1432281
0.0,0.0,1454160
0.0,0.0,1534840
0.0,0.0,1534841
0.0,0.0,1534842
0.0,0.0,1536331
0.0936,0.0936,1536330
0.2808,0.2808,1552261
0.0936,0.0,1552260
0.0936,0.0,1796050
0.2808,0.0,1796051
0.0,0.0,1961000
0.0,0.0,1963110
0.0,0.0,1963111
0.0,0.0,2131060
0.0,0.0,2131061
0.0,0.0,2156360
0.0,0.0,2156361
0.2808,0.1872,2162740
0.0,0.1872,2392300
0.0,0.0,2443220
0.0936,0.0,2568000
0.0,0.0,2568001
0.0,0.0,2768580
0.0,0.0,2851110
0.0936,0.0936,2878200
0.0,0.0,3209301
0.0,0.0,3209300
0.0936000000001,0.0,3713850
0.0,0.0,5630
0.0,0.0,36560
0.0936,0.0,70720
0.0936,0.0936,76720
0.0,0.0936000000001,76721
0.0936000000001,0.5616,103370
0.0,0.0,108760
0.2808,0.0,114651
0.0936,0.0,114650
0.0936000000001,0.0,147021
0.0936,0.0,147020
0.0936,0.0,148660
0.0936000000001,0.0,188350
0.0,0.2808,219140
0.0936000000001,0.0,219141
0.0936000000001,0.0,219470
0.0936000000001,0.0,230350
0.0,0.0,259301
0.0,0.0,259300
0.0,0.0936,338343
0.1248,0.0,338342
0.2184,0.0936000000001,338340
0.0,0.1872,338341
0.0936,0.2184,362030
0.2808,0.2808,362031
0.0936,0.0936000000001,362032
0.0,0.0,428140
0.0,0.0,441011
0.0,0.0,441010
0.2808,0.2808,466311
0.0936000000001,0.0,466310
0.0936000000001,0.0,475000
0.0936,0.0,475001
0.0,0.0,476380
0.0,0.0,502150
0.0,0.0,503490
0.0936000000001,0.0936,544870
0.0936,0.0936000000001,544871
0.0,0.0,557470
0.0,0.0,591981
0.0,0.0,591980
0.0,0.0,659650
0.2808,0.5616,707410
0.0936000000001,0.0,708150
0.0936,0.0936,710070
0.2184,0.0,715220
0.0,0.0,735010
0.0,0.0,815060
0.0,0.0,957961
0.0,0.0,957960
0.0,0.0,1020510
0.0936,0.0,1069121
0.0936,0.0,1069120
0.0936,0.0,1098360
0.0,0.0,1156182
0.0,0.0,1156181
0.0,0.0,1156180
0.0,0.0,1228750
0.0936,0.0,1244491
0.0,0.2184,1244490
0.0936,0.0,1393731
0.0,0.0,1393730
0.0,0.0,1580840
0.0,0.0,1701191
0.0,0.0,1701190
0.0,0.0,1720400
0.0,0.0,1720401
0.0,0.0,1738830
0.0,0.0,1796780
0.0936000000001,0.0,1796781
0.0936,0.0,1812700
0.0936000000001,0.0936,1824260
0.0,0.0,2132550
0.2808,0.2808,2286950
0.0,0.0,2365670
0.0,0.0,2365671
0.1248,0.0,2500440
0.5616,0.0936000000001,2659620
0.0,0.0936,2688100
0.0936,0.0,2688102
0.0936,0.0936,2688101
0.0,0.0,3313841
0.0,0.0,3313840
0.2808,0.0,6910
0.0936,0.2808,8940
0.0,0.0,37180
0.1872,0.0,152930
0.0,0.0,231220
0.0936000000001,0.0,250080
0.0936,0.0,330310
0.0936,0.0,330311
0.0936000000001,0.0,330312
0.0,0.0,339560
0.0,0.0,364230
0.0,0.0,392601
0.0,0.0,392600
0.0,0.0,394900
0.0,0.0,394901
0.0,0.0,394902
0.0,0.0,400720
0.0,0.0936,422240
0.0936,0.2808,422241
0.0936000000001,0.0,422242
0.0936,0.0936,436670
0.0936,0.0,436671
0.1248,0.0936,436672
0.0936,0.0936,504930
0.2808,0.5616,504931
0.0,0.1248,642112
0.0,0.1248,642111
0.5616,0.0936,642110
0.0936,0.0,682080
0.0936,0.0,724280
0.0936,0.0,758650
0.0,0.0,758651
0.0,0.0,783430
0.0,0.0,835390
0.0,0.0,889980
0.0,0.0936000000001,889981
0.1872,0.1872,929820
0.5616,0.0936,929821
0.0,0.0,1022410
0.0936,0.0,1059960
0.0,0.0,1108610
0.0,0.0,1239070
0.0,0.0,1312220
0.0,0.0,1454840
0.0,0.0936,1455930
0.0936,0.0936,1455931
0.0,0.0,1521811
0.0,0.0,1521810
0.0,0.0,1720050
0.0,0.0,1749750
0.0,0.0,1913590
0.1872,0.0,2030641
0.2184,0.0,2030640
0.0,0.0,2224281
0.2808,0.0,2224280
0.0,0.0,2476270
0.0,0.0,2888060
0.1248,0.0,9320
0.0936,0.0,41000
0.0936,0.0,41001
0.1248,0.0,50300
0.0936,0.0,51380
0.1248,0.0936,92470
0.0936,0.0,122610
0.0,0.0,122611
0.0,0.0,132100
0.0,0.0,169970
0.0,0.0,188510
0.1248,0.0936000000001,258191
0.0936,0.2184,258190
0.0936,0.0,266290
0.0,0.0,266291
0.0,0.0,278500
0.0,0.0,278501
0.2808,0.0,280881
0.0,0.0,280880
0.0,0.0,291600
0.0,0.0,292221
0.0,0.0,292220
0.0,0.0,292222
0.0936,0.0,312900
0.0936,0.0,312901
0.0,0.0,359860
0.0936,0.0936,432842
0.0936,0.0,432841
0.2184,0.1872,432840
0.2808,0.0,468931
0.2184,0.0,468930
0.0,0.0,486070
0.0936,0.0,500600
0.0936,0.0936,550270
0.0936,0.0936,550271
0.0936,0.1872,564311
0.1248,0.0936,564310
0.5616,0.0,566620
0.2808,0.0,590170
0.2184,0.0,622190
0.0,0.0,690020
0.0,0.0,732630
0.2184,0.0,770791
0.0936,0.2808,770790
0.2184,0.0,805870
0.0,0.0,812920
0.2184,0.0,812921
0.0,0.0,826140
0.0,0.0936,1078940
0.1248,0.1872,1113391
0.0936,0.0936,1113390
0.2184,0.0,1144870
0.0,0.0,1197900
0.0,0.0,1225180
0.2184,0.0,1225181
0.0,0.0,1395510
0.0,0.0,1720200
0.2808,0.0,1748730
0.0,0.0,1781180
0.0,0.0,1781181
0.0936,0.0936,1786920
0.2184,0.0936,1786921
0.0936000000001,0.0,1994450
0.0,0.0,1998230
0.1248,0.0,2055202
0.0936,0.0936000000001,2055201
0.0,0.0936000000001,2055200
0.0936,0.0936,2511380
0.2184,0.0936,2651110
0.0936,0.0936,2941181
0.2808,0.0,2941180
0.0936,0.0,5650
0.1872,0.0,19760
0.0936,0.0936,21381
0.1872,0.2184,21380
0.2808,0.0,91210
0.1872,0.0,98740
0.0,0.0,112720
0.1872,0.0,112722
0.0936,0.0,112723
0.5616,0.0,112721
0.0,0.0,184910
0.0,0.0,184911
0.2808,0.5616,205930
0.0936,0.0,241901
0.0,0.0936,241902
0.0,0.0,241900
0.0,0.0,258570
0.2808,0.0,274410
0.0936,0.0,274411
0.0936,0.0,274412
0.1248,0.0,308520
0.0,0.0,359890
0.0,0.0936000000001,361441
0.1872,0.0,361440
0.5616,0.0,377880
0.0,0.0,425980
0.0,0.0,425981
0.0936000000001,0.0,441040
0.0936,0.0936,454930
0.0,0.0,459660
0.0,0.0,461440
0.0,0.0,474930
0.0936,0.0,475200
0.0,0.0,489460
0.1872,0.0936,503861
0.0936,0.0936,503860
0.0,0.0,521960
0.0936,0.0,542540
0.0,0.0,550140
0.1872,0.1248,584180
0.0936,0.0936,584182
0.0936,0.0936,584181
0.0,0.0,620691
0.0,0.0,620690
0.2808,0.2808,727090
0.0936,0.0,727091
0.0936,0.0936,727092
0.0,0.1248,850771
0.0936000000001,0.0,850770
0.0936,0.0,928750
0.0,0.0,928751
0.0,0.0,934510
0.0,0.0,947440
0.0,0.0,963780
0.0,0.0,1143041
0.0,0.0,1143040
0.0,0.1248,1185380
0.1872,0.2184,1226110
0.0936,0.0936000000001,1228930
0.0,0.0,1239760
0.0,0.0,1267791
0.0,0.0,1267790
0.0936,0.1248,1276670
0.1248,0.0936,1276671
0.0,0.0,1379380
0.2808,0.0,1500720
0.1872,0.0,1500721
0.0,0.0,1698383
0.0,0.0,1698380
0.0,0.0,1698381
0.0,0.0,1698382
0.0,0.0,2019541
0.0936000000001,0.0,2019540
0.0,0.0,2038451
0.0,0.0,2038450
0.0,0.0,2386111
0.2184,0.0,2386110
0.0,0.0,2427920
0.0,0.0,2427921
0.0936,0.0,2955521
0.0936,0.0,2955520
0.0,0.0,3136890
0.0,0.0,3136891
0.0,0.0,3300310
0.2184,0.0,3300311
0.0,0.2808,75230
0.2184,0.2184,75231
0.0936,0.0936,92560
0.1248,0.1248,92561
0.5616,0.0,130431
0.0936000000001,0.0,130430
0.2808,0.0,130432
0.0,0.0,185200
0.0,0.0,185201
0.0,0.0,193460
0.2184,0.0,203560
0.0936,0.0,221870
0.2184,0.0,229350
0.2184,0.0,229950
0.0936,0.0,242100
0.5616,0.0,242101
0.2808,0.1248,287720
0.0,0.0,333391
0.0,0.0,333390
0.0936,0.0,345640
0.2808,0.0936,396370
0.2808,0.0936,396371
0.5616,0.1248,431560
0.0936,0.0,463060
0.0,0.0,519120
0.0936,0.0,538651
0.0936000000001,0.0,538650
0.0,0.0,630830
0.0,0.0,630831
0.0936000000001,0.0936000000001,828200
0.0936,0.0,828201
0.0,0.0,896610
0.0,0.0,941500
0.0,0.0,1001401
0.0,0.0,1001400
0.1872,0.0936,1049990
0.0,0.0,1072540
0.0936,0.0936,1210571
0.2184,0.1248,1210570
0.0936,0.0,1226790
0.0,0.0,1228420
0.0936,0.0,1277300
0.2808,0.0,1277301
0.0936,0.0936,1355320
0.0936,0.2184,1355321
0.0,0.0,1389580
0.0,0.2184,1435660
0.0936,0.0936,1792381
0.2808,0.2808,1792380
0.0936,0.0,1837970
0.1248,0.0936000000001,1837971
0.1248,0.0,1894301
0.0,0.0,1894300
0.0,0.0,2062990
0.0,0.0,2121760
0.0,0.0,2121761
0.0,0.0,2263991
0.2184,0.0,2263990
0.0,0.0,2429501
0.0,0.0,2429500
0.0,0.0,2474310
0.0936,0.0,17340
0.0936,0.0936000000001,200521
0.0936,0.0936000000001,200520
0.0936,0.0936,232910
0.0936,0.0936,232912
0.0936,0.0,232911
0.156,0.0936,311230
0.0936,0.0,311231
0.0936,0.0936,325182
0.1872,0.0936,325181
0.0936,0.0936,325180
0.0936,0.0,330030
0.0936,0.0,330031
0.1248,0.0936,330271
0.0,0.0,330270
0.1872,0.0,358110
0.0,0.0,369990
0.0,0.0,369991
0.0,0.0,398440
0.0,0.0,416410
0.2184,0.5616,436920
0.0936,0.0,479861
0.2184,0.0936,479860
0.0936,0.0936,501060
0.1248,0.0936,541411
0.0936,0.0,541410
0.1872,0.2184,584541
0.2808,0.2808,584540
0.1248,0.0,697211
0.0,0.0,697210
0.0936,0.0,713540
0.0,0.0,811822
0.0,0.0,811821
0.0,0.0,811820
0.0936,0.0,865150
0.156,0.0,865151
0.0936,0.0,909810
0.1248,0.0936,982161
0.0936,0.0936,982160
0.1872,0.2184,1126391
0.2808,0.0,1126390
0.0,0.0,1171030
0.0,0.0,1171100
0.0,0.0,1171101
0.0,0.0,1240270
0.0936,0.0936,1245861
0.0,0.0936,1245860
0.0,0.0,1374010
0.0936,0.0,1374011
0.5616,0.2808,1398860
0.0,0.0,1695050
0.0,0.0,1738900
0.0,0.0,1748800
0.0936000000001,0.0,1836060
0.0936000000001,0.1248,1971470
0.0,0.0,1995850
0.0,0.0,1995851
0.0,0.0,2005670
0.0,0.0,2137891
0.0,0.0,2137890
0.0,0.0,2330450
0.0936,0.0,2381221
0.0936,0.0,2381220
0.0,0.0,2439770
0.0,0.0,2743430
0.0,0.0,2777030
0.0936000000001,0.0,2913700
0.2808,0.0,42930
0.1872,0.0,87420
0.1248,0.0,120560
0.2184,0.1872,120561
0.0936,0.0,123550
0.1872,0.0,123551
0.1248,0.0,146301
0.1872,0.0,146300
0.1248,0.0936,148840
0.2808,0.0,169640
0.1872,0.0,286490
0.0936,0.0,303680
0.0,0.0,336560
0.1872,0.5616,346540
0.0,0.0936000000001,346541
0.0936,0.0,395140
0.0,0.0936,395141
0.0936,0.0,480270
0.2808,0.0,503721
0.0936,0.0,503720
0.2808,0.0,524630
0.0,0.0936,525821
0.1248,0.0936,525820
0.0936,0.0,597620
0.1248,0.0,597621
0.0,0.0,654861
0.0,0.0,654860
0.0,0.0,656071
0.0,0.0,656070
0.1248,0.1248,676190
0.2808,0.5616,710060
0.0936000000001,0.0936,763280
0.0,0.0,827770
0.0,0.0,827771
0.0936,0.0,829950
0.2184,0.0,842650
0.0936,0.0,873810
0.0936,0.0,873811
0.0,0.0,917670
0.0,0.0,917671
0.0,0.0,928930
0.0,0.0,985310
0.1248,0.0,1014400
0.1872,0.1248,1019092
0.1248,0.0936,1019091
0.0936,0.0936,1019090
0.0,0.0,1026590
0.2808,0.0,1035410
0.0,0.0,1045950
0.0,0.0,1073050
0.0,0.0,1097550
0.0,0.0,1379421
0.0,0.0,1379420
0.0,0.0,1383700
0.0,0.0,1383701
0.0,0.0,1383702
0.0,0.0,1409720
0.0,0.0,1433610
0.0936,0.0,1522240
0.5616,0.5616,1659670
0.0,0.0,1808740
0.0,0.0,1860720
0.0,0.0,1860721
0.0,0.0,1860722
0.0,0.0,1905990
0.2808,0.0,1974570
0.0936,0.0,2299620
0.2184,0.0,2299621
0.0,0.0,2381560
0.0,0.0,2381561
0.1872,0.0,2385260
0.0,0.0,2476450
0.1872,0.0,2479740
0.0,0.0,2567630
0.0,0.0,2567631
0.0,0.0,2567632
0.1248,0.0,2787860
0.2184,0.0,2895910
0.0,0.0936,2895911
0.2184,0.0,43840
0.2808,0.0,47200
0.5616,0.0,47240
0.5616,0.0,100290
0.0,0.0,137630
0.0,0.0,137631
0.1248,0.0,147100
0.1248,0.0,147101
0.2808,0.0936000000001,153702
0.0936,0.0936,153701
0.0936,0.2184,153700
0.0936,0.0,190580
0.2184,0.0,219790
0.2808,0.0,265400
0.5616,0.0,265401
0.2808,0.0,378570
0.0,0.0936,403860
0.0,0.1248,403861
0.2808,0.0936000000001,416740
0.2184,0.1248,416741
0.0936,0.1248,416742
0.1248,0.0,447930
0.2808,0.0,504060
0.2808,0.0,513980
0.0,0.0,542090
0.0,0.0,542091
0.2808,0.0936,549420
0.2184,0.0,566540
0.2808,0.0,613140
0.0936,0.0,613141
0.0,0.0,963401
0.0,0.0,963400
0.0,0.0,975160
0.0,0.0,981750
0.0936,0.0,981751
0.0,0.0,991620
0.0,0.2184,1104211
0.0,0.0,1104210
0.0,0.0,1307630
0.0,0.0936,1381552
0.1248,0.0936,1381550
0.0936,0.0936,1381551
0.2808,0.0,1456992
0.0936,0.0,1456991
0.0936,0.0,1456990
0.0936,0.0,1698290
0.1248,0.0,2003691
0.0936,0.2808,2003690
0.2808,0.2808,2057361
0.0936,0.1872,2057360
0.1248,0.1248,2057362
0.0,0.0,2134081
0.0,0.0,2134080
0.2184,0.1872,2397593
0.1872,0.0,2397592
0.0936,0.2808,2397591
0.0936,0.0,2397590
0.0936,0.0,2583931
0.2808,0.0,2583932
0.0936,0.0,2583930
0.0,0.0,2608971
0.2808,0.0,2608970
0.0,0.0,2833640
0.0,0.0,3155120
0.0936,0.0,37590
0.2808,0.0,43741
0.2184,0.0,43740
0.0936,0.0,45890
0.0936,0.1248,51741
0.0936,0.0,51740
0.0936,0.0,53980
0.0936,0.0,110560
0.0936,0.0,110561
0.2808,0.0,141250
0.1248,0.0,160620
0.2808,0.0,175340
0.0,0.0,197620
0.2808,0.1248,227970
0.0936,0.1248,260640
0.0936,0.0,279120
0.0,0.1248,435311
0.0936,0.2184,435310
0.0936,0.0,518530
0.2808,0.0,518531
0.1872,0.0,530190
0.1872,0.0,539200
0.0,0.2184,574330
0.1872,0.0936,574331
0.0936,0.0,665890
0.1872,0.0,666410
0.0,0.0,695610
0.0,0.0,695611
0.0936,0.0,746310
0.156,0.0,748380
0.0,0.0,835090
0.0,0.0,835091
0.0,0.0,983961
0.0,0.0,983960
0.0,0.1248,1053340
0.0,0.0,1105040
0.0,0.0,1166700
0.0,0.0,1166701
0.0,0.0,1310450
0.0,0.0,1310451
0.2808,0.0,1412470
0.0936,0.0,1412471
0.2808,0.0,1483660
0.0,0.0,1638511
0.0,0.0,1638510
0.0,0.0,1659850
0.0,0.0,1659851
0.0,0.0936,1730701
0.0936,0.0936,1730700
0.0936,0.0,1889000
0.0,0.0,2003801
0.0,0.0,2003800
0.1872,0.1872,2441270
0.0936,0.0936,2471321
0.1248,0.0936,2471320
0.2184,0.0936,2678600
0.0,0.0936,2678601
0.0,0.0,2994681
0.0,0.0,2994680
0.0,0.0,3523050
0.0,0.0,83070
0.0936,0.0,95990
0.156,0.0,100780
0.2808,0.0,102080
0.1248,0.0,155420
0.156,0.0,265680
0.0936,0.0,265681
0.1248,0.0936,271600
0.0936,0.0936,271601
0.0,0.0,394230
0.0936,0.0,405921
0.0936000000001,0.0,405920
0.0936000000001,0.0,411050
0.0936,0.0,411051
0.0,0.0,508630
0.0936,0.0936000000001,528740
0.2808,0.0936,528741
0.1872,0.0936000000001,528742
0.2808,0.2808,528743
0.0936,0.0936,701320
0.0936,0.0936,701321
0.1248,0.0,712321
0.156,0.0,712320
0.0,0.0,760200
0.0936,0.0936,770511
0.2808,0.2808,770510
0.0,0.0,862951
0.0,0.0,862950
0.0936,0.0,896931
0.0936000000001,0.0,896930
0.0936,0.2184,898260
0.0,0.0,944930
0.0,0.0,944931
0.0,0.0,999190
0.0,0.2808,999192
0.0936,0.0,999191
0.0936,0.0936,999481
0.0936,0.0936,999480
0.0936,0.0,1031660
0.1248,0.0,1068932
0.0936000000001,0.0,1068930
0.0936000000001,0.0,1068931
0.0,0.0,1112540
0.0,0.0,1184410
0.0,0.0936,1238290
0.1248,0.2184,1303980
0.0936,0.0936,1303981
0.0,0.2808,1337531
0.2808,0.5616,1337530
0.0936,0.0,1411540
0.0,0.0,1459811
0.0936000000001,0.0,1459810
0.0,0.0,1500750
0.0,0.0,1500751
0.0,0.0,1597690
0.0,0.0,1688470
0.0936,0.0,1783740
0.0,0.0,1797330
0.2184,0.0936,1889071
0.2808,0.0,1889070
0.0,0.0936,2262110
0.0,0.0,2523511
0.0,0.0,2523510
0.1248,0.0,2607950
0.2808,0.0,2880450
0.0,0.0,2914251
0.0,0.0,2914250
0.0936,0.2184,3145390
0.0936000000001,0.2184,3198701
0.1248,0.0936,3198700
0.0936,0.0936,47740
0.0936,0.0936,47741
0.1872,0.0,49440
0.0936,0.0,61100
0.0936,0.0,61101
0.0936,0.0,88380
0.0936,0.0,138820
0.5616,0.5616,141950
0.1872,0.0936,210901
0.1872,0.5616,210900
0.0936,0.0,233640
0.0936000000001,0.0,238790
0.0936,0.0,247050
0.0936,0.0,247051
0.0936,0.0,266150
0.0936,0.0936,315251
0.0936,0.0,315250
0.0936,0.0,365820
0.0936,0.0,416640
0.0936,0.0,416641
0.0936,0.0936,554170
0.0936,0.0936,564320
0.0936000000001,0.0936,564321
0.0,0.0,611840
0.2184,0.0,626570
0.0,0.0,673670
0.0,0.0,675660
0.0936,0.0,709060
0.0936,0.0,828070
0.0,0.0,972890
0.0936,0.0,976281
0.0936,0.0,976280
0.0936,0.0,988720
0.0936,0.0,1148150
0.0,0.0,1284831
0.0,0.0,1284830
0.2808,0.0,1304381
0.0936,0.0,1304382
0.1872,0.0,1304380
0.0936,0.2184,1384370
0.1872,0.0,1401640
0.0936,0.0,1409550
0.0936,0.0936,1409781
0.1248,0.0936,1409780
0.0,0.0,1429820
0.0,0.0,1429821
0.1872,0.0,1464911
0.0936,0.0936,1464910
0.0,0.5616,1544400
0.0,0.0,1544401
0.2808,0.0,1693250
0.2808,0.2808,1919941
0.0936,0.0936,1919940
0.1872,0.0,1919942
0.0,0.0,1940921
0.0,0.0,1940920
0.0,0.0,2013590
0.0,0.0,2013591
0.0,0.0,2013592
0.0,0.0,2155790
0.1248,0.0936,2299211
0.0936,0.0936,2299210
0.1248,0.0936,2325921
0.0936,0.0,2325920
0.0,0.0,2348920
0.0,0.0,2348921
0.1248,0.0936,2373720
0.0936,0.0,2734512
0.0936,0.0936,2734511
0.0,0.2808,2734510
0.2808,0.0,2743800
0.0936,0.0,2908620
0.0936,0.0,4700
0.1248,0.0,71830
0.0936,0.0936,110732
0.1872,0.0936,110730
0.0936,0.0936,110731
0.2808,0.0,148170
0.0936,0.0,194680
0.2808,0.0,197900
0.156,0.0,198000
0.0936,0.5616,220602
0.0936,0.1248,220601
0.1248,0.1872,220600
0.1248,0.0,240991
0.0936,0.0,240990
0.2808,0.0,244450
0.0936,0.0,255511
0.0936,0.0,255510
0.0936,0.0,282930
0.0936,0.0,299880
0.0,0.0,352370
0.0,0.0,352371
0.0936,0.0,356210
0.2808,0.1872,361741
0.0936000000001,0.0936,361740
0.0936,0.0936,361742
0.0,0.0,411191
0.0,0.0,411190
0.0,0.0,439431
0.0,0.0,439430
0.0936,0.0,490710
0.1248,0.0,608580
0.0936,0.0,608581
0.0,0.0,766160
0.1248,0.0,775781
0.0936,0.0936,775780
0.0,0.1872,775782
0.1248,0.0,803860
0.0,0.0,811101
0.0,0.0,811100
0.0936,0.0,932090
0.0936,0.0,932091
0.0936,0.2184,1024460
0.0936,0.1872,1024461
0.0,0.0,1049240
0.2808,0.2808,1090600
0.0,0.0,1275830
0.0936,0.0936,1333180
0.0936,0.0,1409410
0.0936,0.0936,1633180
0.0936,0.0936000000001,1641120
0.2184,0.0936,1641121
0.0,0.0,1913672
0.1248,0.0,1913671
0.0,0.0,1913670
0.0,0.0,1951631
0.0,0.0,1951630
0.0,0.0,2232660
0.0936,0.0,2232661
0.0936,0.0,2495620
0.0,0.0,2534090
0.0,0.0,2570450
0.0,0.0,2570453
0.0,0.0,2570452
0.0,0.0,2570451
0.0936,0.0936,2747260
0.0936,0.0,3683280
0.0936,0.0,3683281
0.1248,0.0936,5680
0.0936,0.0,5681
0.1248,0.0,22050
0.0936000000001,0.0,63992
0.0936000000001,0.0,63991
0.1248,0.0,63990
0.0936,0.0,90061
0.0936,0.0,90060
0.0936,0.0,120890
0.0936,0.0,131131
0.0936,0.0,131130
0.0,0.0,213840
0.0,0.0,221480
0.2184,0.0936,229100
0.0936,0.0,246350
0.0,0.0936,246351
0.1872,0.0,246352
0.0936,0.0936,281580
0.5616,0.2808,281581
0.1248,0.0,314260
0.2184,0.0,321690
0.0,0.0,383780
0.0,0.0,383781
0.0936,0.0,460331
0.0936,0.0936,460330
0.1872,0.0,461990
0.0,0.0,487670
0.0936,0.0,530440
0.0,0.1872,537180
0.0,0.2808,537181
0.2184,0.0,603840
0.2184,0.0,628390
0.0936,0.2184,691940
0.0936,0.0,946710
0.2184,0.0,946711
0.2808,0.1248,983691
0.0,0.0936000000001,983690
0.0,0.0,984281
0.0,0.0,984280
0.0,0.0,1013160
0.0,0.0,1097142
0.0,0.0,1097140
0.0,0.0,1097141
0.0,0.0,1323500
0.0,0.0,1323501
0.0,0.0,1418410
0.0,0.0,1595050
0.0,0.0,1697001
0.2184,0.0,1697000
0.0,0.0,2062670
0.1248,0.0,2203780
0.2808,0.0,2280160
0.2808,0.0,2423830
0.0,0.0,2593901
0.0,0.0,2593900
0.0936000000001,0.0,2608100
0.2808,0.0,2608101
0.2184,0.0,2622630
0.2808,0.2184,2726611
0.156,0.0,2726610
0.0,0.0,2955750
0.0,0.0,2955751
0.0,0.0,3215510
0.2184,0.0,4790
0.2808,0.0,4791
0.2184,0.156,37451
0.0936,0.0936,37450
0.0936,0.0,47450
0.2184,0.0,74790
0.2184,0.0936,76620
0.2184,0.0936000000001,76621
0.0936,0.0,113870
0.0936,0.0,113871
0.0936,0.0,127690
0.0,0.0,131260
0.0,0.0,131261
0.0,0.0,131262
0.2184,0.0,138491
0.2184,0.0,138490
0.2808,0.0,207990
0.2808,0.0,218710
0.0936,0.0,255440
0.2808,0.0,275690
0.2808,0.2184,278830
0.0936,0.0936,278831
0.0936,0.0,333560
0.2808,0.0,418810
0.2808,0.0,418811
0.0,0.0,422950
0.2808,0.0,441021
0.0936,0.0,441020
0.0936,0.0,448980
0.2808,0.0,449410
0.2808,0.0,452400
0.0936,0.0,463331
0.0936,0.0,463330
0.2184,0.0936,587120
0.0,0.0936,587121
0.0936,0.0936,587122
0.0936,0.0936,650420
0.0936,0.0,727070
0.2808,0.0,807500
0.0,0.0,871530
0.2808,0.0,949000
0.0,0.0,954661
0.0,0.0,954660
0.0,0.0,1009331
0.0,0.0,1009330
0.0,0.0,1187231
0.0,0.0,1187230
0.0,0.0,1239480
0.2808,0.0,1349980
0.0,0.0936,1457080
0.0,0.0,1488050
0.0,0.0,1488051
0.0936,0.0,2054101
0.2808,0.0,2054100
0.0936,0.0,2128882
0.2808,0.0,2128883
0.1248,0.0,2128880
0.2808,0.0,2128881
0.0,0.2808,2232440
0.1248,0.0936,2242060
0.0,0.0,2302940
0.0936,0.1248,2413030
0.0936,0.0,2583980
0.0,0.0,2825451
0.0936,0.0,2825450
0.0,0.0,2943801
0.0,0.0,2943800
0.0,0.2184,2951600
0.0936,0.0,3001931
0.0936,0.0,3001930
0.0936,0.2808,3329850
0.2808,0.0936,3329851
0.0,0.0,3496341
0.0,0.0,3496340
0.0,0.0,16280
0.0936,0.0,41940
0.0936,0.0936,100490
0.0,0.0,119911
0.0,0.0,119910
0.0936,0.1248,137010
0.0936,0.0936,137011
0.2808,0.0,169440
0.0,0.0,207941
0.2808,0.0,207940
0.0,0.0,223350
0.0,0.0,223351
0.0,0.0,263800
0.2808,0.0,269550
0.2808,0.0,269880
0.2808,0.2808,276061
0.0936,0.1248,276060
0.0936,0.0,276220
0.2808,0.0,289980
0.2808,0.0,289981
0.0936,0.0936,309950
0.0,0.5616,309951
0.1248,0.0,384780
0.0936,0.0,408270
0.2808,0.0,442761
0.0936,0.0,442760
0.0936,0.0,447860
0.0,0.0,505621
0.0,0.0,505620
0.5616,0.0,513890
0.0936,0.0,520710
0.0,0.0,587060
0.0,0.0936,683971
0.0936,0.0936000000001,683970
0.0936,0.0,687920
0.0,0.0936,762211
0.0936,0.0936000000001,762210
0.0,0.0,795550
0.0936,0.0,842830
0.1872,0.0,871790
0.2808,0.0,937391
0.0936,0.0,937390
0.2808,0.1248,1004930
0.0,0.0,1043631
0.0,0.0,1043630
0.0,0.0,1057260
0.0,0.0,1122910
0.0936,0.0,1641850
0.0936,0.0,1641851
0.0,0.0,2006090
0.0,0.0,2013480
0.0936,0.0936,2207700
0.0936,0.0,2271560
0.0,0.0,2358830
0.0,0.0,2515180
0.2808,0.1872,2800690
0.0936,0.0,3132741
0.0936,0.0,3132740
0.0,0.0,3132742
0.0,0.0936,3145380
0.2184,0.2184,3246890
0.0936,0.0936,9400
0.0936,0.0936,16321
0.0936,0.1248,16320
0.0936,0.0,37510
0.2808,0.0,37511
0.0936,0.0,41970
0.2808,0.0,67190
0.2808,0.0,72160
0.0936000000001,0.0,80280
0.1248,0.0,80281
0.1872,0.0936,89520
0.1872,0.0936000000001,95503
0.0936,0.0936,95502
0.1872,0.2808,95501
0.1872,0.0936,95500
0.2808,0.0,114210
0.0936,0.0,119840
0.0936,0.0,119841
0.2808,0.0,121030
0.2808,0.0,148940
0.2808,0.0,151110
0.2808,0.0,151111
0.0,0.0,158111
0.0,0.0,158110
0.0,0.2808,231260
0.2808,0.0,246920
0.0936000000001,0.0936,290160
0.0,0.0936,290161
0.0936,0.0,375500
0.2808,0.0,391550
0.1248,0.0,391551
0.0936000000001,0.0,448190
0.1248,0.0,484600
0.0936,0.0936,484601
