SS_MTR_head,SS_MTR_spouse,RECID
0.0,0.0,1497870
0.0,0.0936,3442510
0.0,0.0,3452040
0.0,0.0936,2801740
0.0936,0.0,3623300
0.0936,0.2808,3641740
0.0,0.0,3259000
0.0,0.0,3041380
0.0,0.0,3572330
0.0,0.0,2301900
0.0,0.0,608160
0.0,0.0,3285090
0.0,0.0,1529280
0.0,0.2808,530
0.0,0.0,1372990
0.0,0.0936000000001,3068900
0.0,0.0,3382440
0.0,0.0,1129930
0.2808,0.0,3349520
0.2808,0.2808,2499140
0.0,0.0936000000001,3105680
0.0,0.0,2806700
0.0,0.0,3395500
0.0,0.0,3406260
0.0,0.0,3377540
0.0,0.0,1988040
0.0,0.0,3320730
0.0,0.0,2968950
0.0,0.0,3019160
0.0,0.2808,352930
0.0936,0.2808,2500610
0.0,0.0,3489620
0.1248,0.0,3165700
0.5616,0.2808,3153760
0.0,0.0,2868000
0.0,0.0,3330030
0.0936,0.0936,3117410
0.0,0.0936000000001,3551630
0.0,0.0,3485390
0.0,0.0,1744080
0.0,0.0,3385450
0.0936,0.0,2936220
0.0,0.0,159030
0.0936,0.0936,2826020
0.0,0.0,3420170
0.0,0.0,3000200
0.0,0.0,3420920
0.0936,0.0936000000001,2975610
0.0,0.0,2189730
0.0936,0.0,2928250
0.0,0.0,1914510
0.0,0.0936000000001,2436200
0.0,0.0,2307720
0.0,0.0,3632020
0.0936,0.0,3185720
0.0936000000001,0.2808,3336180
0.0,0.0936,2830200
0.0,0.0,2263560
0.0,0.0,1308530
0.0,0.0,3042500
0.0,0.0,2692490
0.0,0.0,2844650
0.0,0.0,2988390
0.0936,0.0,2988391
0.0,0.0,3178410
0.0,0.0,2988630
0.0,0.0,3563720
0.0,0.0,3413460
0.0,0.0,1349830
0.0,0.0,3132900
0.0,0.0936,3115450
0.0,0.0,1956510
0.0,0.0,1745610
0.0,0.0,2180610
0.0,0.0,1294920
0.2808,0.0,1041570
0.0,0.0,3298190
0.0,0.0,2564010
0.0,0.0,2842520
0.0,0.0,2817510
0.0,0.0,3000430
0.0,0.0,3103120
0.0,0.0,3207080
0.1248,0.0936,67460
0.2184,0.0936,3659600
0.2184,0.0,2540050
0.0,0.0,3096760
0.0,0.0,3297130
0.0,0.0,1701470
0.0,0.0,2797330
0.0,0.0936,2918420
0.2808,0.0,3037810
0.0,0.0,3323780
0.2808,0.2808,3272950
0.0,0.0936000000001,3263840
0.0,0.0,1878740
0.0936,0.0,1904640
0.0936,0.0,2150800
0.0936,0.0936,1997720
0.0,0.0,1124260
0.0936,0.0936,3068560
0.0936000000001,0.0,1570610
0.0,0.0936,3668390
0.0936,0.0,3283160
0.0,0.0,56520
0.0,0.0,3707680
0.2808,0.0,3569920
0.0,0.0,3214980
0.0,0.0,1216350
0.0,0.0,3558250
0.0,0.2808,3550960
0.0,0.2808,2987190
0.0,0.0,2944110
0.0,0.0,3299120
0.0,0.0936,2999310
0.0,0.0,3194700
0.0,0.0,1948870
0.0,0.0,2100730
0.2184,0.0,3070500
0.0,0.0,3141770
0.0,0.0,3709010
0.0,0.0,1922520
0.0,0.0,1491050
0.0,0.0,1902350
0.0,0.0,1928410
0.0,0.0,3693820
0.0,0.0,2896390
0.0,0.0,3265940
0.0,0.0,3285460
0.0,0.0,3667620
0.0,0.0,3466270
0.0,0.0,3550790
0.2184,0.0,3348580
0.0,0.0936,3306590
0.0,0.0,58370
0.0,0.0,1613040
0.0936,0.0,2632620
0.0936,0.2808,966050
0.0,0.0,1661360
0.0,0.0,2973040
0.0,0.0,1187320
0.0,0.0,3386650
0.0,0.0,745460
0.5616,0.0,3603050
0.0,0.5616,1604740
0.0936,0.2808,3567830
0.0,0.0,3043380
0.0,0.0,1337190
0.0,0.0936,3396610
0.0,0.0,3060800
0.0936000000001,0.0,11040
0.0,0.0,2837590
0.0,0.0,3215750
0.0,0.0,2921580
0.0936,0.0,3491760
0.1248,0.0936,3478400
0.0,0.0,3468190
0.0,0.0,3567870
0.0,0.0,2930120
0.0,0.0,2766310
0.0936,0.0936000000001,3281960
0.0,0.0,3352220
0.0,0.0,2408210
0.0936,0.0936000000001,3478740
0.0,0.0936000000001,3444670
0.0,0.0,3235820
0.0,0.0,3030600
0.0,0.0,3284640
0.0,0.0,2841450
0.0,0.0,892590
0.0,0.0,1520180
0.0,0.0,3160950
0.0,0.0,2948000
0.0,0.2808,3348790
0.0936,0.0,3329860
0.0,0.0,2843230
0.0,0.0,1958440
0.0,0.0,3670440
0.0,0.0,1882330
0.0,0.0,2873800
0.0,0.0936,14200
0.0,0.0,1319310
0.2808,0.0,3232630
0.0936,0.2808,3254780
0.0,0.0,3572240
0.0,0.0,3316420
0.0,0.0,1495350
0.0,0.0,3296000
0.0,0.0,3291310
0.0,0.0,3621000
0.0,0.0936,2812840
0.0,0.0,3529010
0.0,0.2808,3264920
0.0936,0.1872,3719900
0.0,0.0,1427180
0.2184,0.0936,2809630
0.0,0.0936,3531040
0.1872,0.0936,2203290
0.0,0.0,2811940
0.0,0.0,3303270
0.2184,0.0,962460
0.0,0.0,2834540
0.0,0.0936,2530060
0.0,0.0,3098220
0.0,0.0936,1101150
0.0,0.0,3268900
0.0,0.0,2866430
0.0,0.0,3604560
0.0,0.0,810990
0.0,0.0,1206830
0.0,0.0,3326200
0.0,0.2808,3329800
0.0,0.0,3265530
0.0,0.0,2635110
0.0,0.0,1652570
0.0,0.0,3549010
0.0,0.0,2988540
0.0,0.0936,3379550
0.0,0.0,3267410
0.0,0.0,3195240
0.0,0.0,2967590
0.0,0.0,1105140
0.0,0.0,3675130
0.0,0.0,3559070
0.0936,0.0,2897720
0.0,0.0,2666720
0.0,0.0,3537470
0.0,0.0936000000001,1386140
0.0,0.0,3141270
0.0,0.0,2921220
0.0,0.0,2191140
0.0,0.0,3273040
0.0,0.2808,1784470
0.0,0.0,3601920
0.0936,0.0,3467630
0.0936,0.0,3538630
0.0,0.0,3692340
0.0,0.0,3283290
0.0,0.0,3282730
0.0,0.0,3350240
0.0,0.0,2950480
0.0,0.0,2950490
0.0936,0.2808,2863000
0.0,0.0,3420020
0.0,0.0,3571760
0.0936,0.0,3160150
0.0936,0.0,3290970
0.0,0.0,2426660
0.0,0.0,3145090
0.0,0.0,3298090
0.0,0.0,3624240
0.0,0.1248,1562350
0.0,0.0,2846550
0.1248,0.0936,3094310
0.0936,0.0936,3659840
0.0,0.0,3661040
0.0,0.0,3652150
0.0,0.0,3670260
0.0,0.0,1963620
0.0,0.0,1319290
0.0,0.0,3491910
0.0,0.0,350
0.0,0.0,3566260
0.0,0.0,1044770
0.0936,0.0936,3476990
0.0,0.0,3283870
0.0,0.0,2865490
0.0,0.0,3247040
0.0,0.0936000000001,2586460
0.0936,0.0,1911340
0.0,0.0,1880430
0.1248,0.0936,3178000
0.0,0.0,2848450
0.0,0.0,3520380
0.0,0.0936,2786790
0.0936000000001,0.2808,3532300
0.0,0.0936,3193070
0.0,0.0,2151570
0.0,0.0,2765390
0.1872,0.2808,3026700
0.0,0.0,1302000
0.0,0.0936,3439910
0.2184,0.0,2097190
0.0,0.0,2563790
0.0,0.0,1506550
0.1248,0.0,3242370
0.0,0.0936,3462930
0.0,0.0,3491310
0.0,0.2808,2289910
0.0,0.0,2761930
0.0,0.0,2834880
0.0,0.0,2096720
0.0,0.2808,3461580
0.1248,0.0,3713750
0.0,0.0,2798450
0.0,0.0,3538790
0.0,0.0,3325120
0.0936,0.0,3623450
0.0,0.0,2844590
0.0936,0.0,3131780
0.0,0.0,3132080
0.0936,0.2808,1229040
0.0,0.0936,3330470
0.0,0.0,2934470
0.0,0.0,3020780
0.0,0.0,3321030
0.0,0.0936,2733080
0.0,0.0,3069390
0.0936,0.0,2622400
0.0,0.0,2743630
0.0,0.0,2773160
0.0,0.0,3169110
0.0,0.0,2792370
0.0,0.0,3609050
0.0,0.2808,3604530
0.0,0.0,3668850
0.0,0.0,1201520
0.0,0.0,3492660
0.0,0.0,3602860
0.0936,0.0,3197500
0.0,0.0,3245690
0.0,0.0,2388670
0.0,0.0,3128170
0.0936,0.0,3105890
0.0,0.0,3478170
0.0,0.0,3396780
0.0,0.0,3467380
0.0936,0.0,3538050
0.0,0.0,3414840
0.0,0.0936,324030
0.1248,0.0936,3602340
0.0936000000001,0.0,2416050
0.0,0.0,3135930
0.0,0.0,3485250
0.0,0.0,3651610
0.0,0.0,2722930
0.0936,0.0,1413580
0.0,0.0,912210
0.0,0.0,2426830
0.2808,0.0,2918430
0.0,0.0,2012860
0.0936,0.0936000000001,3031420
0.0,0.0,2551880
0.0,0.0,2414820
0.0,0.0,3648480
0.0,0.0,3058720
0.0,0.0,2882420
0.0,0.0,3233830
0.0,0.0,2148410
0.0936,0.0,3600110
0.0936,0.0936,3632380
0.0,0.0,3702880
0.0,0.0,3445370
0.0,0.0,3538130
0.0936,0.0,143400
0.2184,0.0,1511770
0.0,0.0,1797580
0.0,0.0,2765210
0.0,0.0936,3273700
0.0,0.0,1732250
0.0,0.0,3306730
0.0,0.2808,2386930
0.0,0.2808,2936270
0.0936,0.0,3559780
0.0,0.0,3550710
0.0,0.2184,3419820
0.0,0.0,3440860
0.0936,0.2808,3384360
0.0,0.0,3159900
0.0,0.0,1975220
0.0,0.0936,3068720
0.0,0.0,2425770
0.0936,0.0936,3006470
0.0,0.0,3054090
0.0,0.0936000000001,2683770
0.0936,0.0,3571020
0.0936,0.0,56480
0.0,0.0,2930660
0.0,0.0,3444410
0.0,0.0,2333800
0.0,0.1248,3012060
0.0,0.0,1641300
0.0936,0.0,234540
0.0,0.0,1990600
0.0,0.1872,3307730
0.0,0.0,3707830
0.0,0.0,3627510
0.0,0.0,3685900
0.0,0.0,1788880
0.0,0.0,3003360
0.0936,0.0,3420890
0.0,0.0,3416460
0.0936,0.2808,3494090
0.2184,0.0,745440
0.0,0.0936,3229760
0.0,0.0,3183900
0.0,0.0,3074900
0.1248,0.0936,3335630
0.0,0.0,159280
0.0,0.1872,3459140
0.0,0.0,2867010
0.0,0.0,3495290
0.0,0.0936,2750660
0.0,0.0,3329420
0.0,0.0,1016670
0.1872,0.2808,1682220
0.0,0.0,2483040
0.0,0.0,3319790
0.0936,0.0,2808030
0.0,0.0,3112630
0.0,0.0,2952100
0.0,0.0,3341060
0.0,0.0,3318910
0.0936,0.0936000000001,3331020
0.0,0.0,3530830
0.0,0.0,1643480
0.0,0.0,710280
0.2808,0.0,3519360
0.0,0.0,1252850
0.0,0.0,3113380
0.0,0.0,2996170
0.0,0.0,3198820
0.0,0.0,3331040
0.0,0.0,3422870
0.0,0.0,3633010
0.0,0.2808,3176200
0.0936,0.2808,2249520
0.0,0.0936,3494580
0.0,0.0,2762990
0.0936000000001,0.2808,143230
0.0,0.0936,3565860
0.0,0.0,3292340
0.0,0.0,1629560
0.0,0.0,3602350
0.0,0.2808,3275810
0.0,0.0936,3641020
0.0,0.0,3156390
0.0,0.0,2677720
0.0936,0.0,3297010
0.0,0.0,3102030
0.0,0.2808,3117860
0.0,0.0,1489520
0.0,0.0,2863190
0.0,0.0,2841680
0.0936,0.2184,3601380
0.0,0.0,2833510
0.0,0.0,3229920
0.0,0.0,2833370
0.0,0.0,3520530
0.0,0.0,3165840
0.0,0.0,2979220
0.0,0.0,3548780
0.0,0.0,14180
0.2184,0.0,2268500
0.0,0.0,3351170
0.0,0.0936,3626730
0.0,0.0,1925290
0.0,0.0,2975400
0.0,0.2808,1406790
0.0,0.0,3207810
0.0936,0.2808,866190
0.0,0.0,1403560
0.0,0.0,2914020
0.0,0.1248,2998150
0.1248,0.2808,2998151
0.0,0.0,2625040
0.0,0.0,3009840
0.0,0.0,3101660
0.0,0.0,3621450
0.0,0.0936000000001,3089710
0.0,0.0,3603500
0.0936,0.0,3670150
0.0,0.0,3166210
0.0,0.0,3074390
0.0,0.0,2387530
0.0936,0.2808,2886550
0.0,0.0,3151630
0.0,0.0,2758560
0.0,0.0,3548050
0.0936000000001,0.1872,2672580
0.0,0.0,3565210
0.0,0.0,3051450
0.0,0.0,3539160
0.0,0.0,3412470
0.0,0.0936000000001,3487370
